"datetime","hour","Q_m3.s","No3_mg.l","T2M","TP","CP","LSP","RO","ROS","ROSS","VSWL1","VSWL2","VSWL3","VSWL4","SNSR"
2016-10-07 11:00:00,11,1.6537038,1.26,5.52708278910558,0,0,0,0,0,0,0.30723776,0.29361627,0.28562093,0.21265148,0
2016-10-07 12:00:00,12,1.6147682,1.27,5.23923178009733,0,0,0,0,0,0,0.30677471,0.29369559,0.28562093,0.21265148,0
2016-10-07 13:00:00,13,1.5963622,1.26,4.77170906285181,0,0,0,0,0,0,0.30634153,0.29376558,0.28560688,0.21266685,18977.87063006
2016-10-07 14:00:00,14,1.5963622,1.24,6.1422937691429,0,0,0,0,0,0,0.30571915,0.29377024,0.28559564,0.21266685,377300.33575451
2016-10-07 15:00:00,15,1.6147682,1.27,9.05560937338686,0,0,0,0,0,0,0.30471837,0.29370026,0.28557597,0.21266685,978373.71888972
2016-10-07 16:00:00,16,1.5687533,1.26,10.6039844087713,0,0,0,0,0,0,0.3032844,0.29351829,0.28552539,0.21266685,1542504.74220622
2016-10-07 17:00:00,17,1.6147682,1.25,12.464668382034,0,0,0,0,0,0,0.30144713,0.29323835,0.28546077,0.21266685,1974942.24093205
2016-10-07 18:00:00,18,1.5963622,1.25,14.0055179008431,0,0,0,0,0,0,0.29929121,0.29288376,0.28539895,0.21266685,2235058.83182519
2016-10-07 19:00:00,19,1.5779563,1.24,15.3036695100961,0,0,0,0,0,0,0.29697595,0.29245452,0.28530342,0.21266685,2303738.45587719
2016-10-07 20:00:00,20,1.6147682,1.25,16.7814928275863,0,0,0,0,0,0,0.29473538,0.29202528,0.28522474,0.21267247,2168221.71948484
2016-10-07 21:00:00,21,1.5871593,1.24,17.4907727648159,0,0,0,0,0,0,0.29275372,0.29164736,0.2851573,0.21267247,1845367.60480979
2016-10-07 22:00:00,22,1.6147682,1.24,17.1474210710642,0,0,0,0,0,0,0.28987085,0.28986973,0.28405303,0.21266685,1366360.62257183
2016-10-07 23:00:00,23,1.5680454,1.23,16.6065245672087,0,0,0,0,0,0,0.2889099,0.28968311,0.28403337,0.21266685,784449.36123785
2016-10-08 00:00:00,0,1.5717831,1.225524,14.0130434174184,0,0,0,0,0,0,0.2885514,0.28963178,0.2840137,0.21267247,215297.49350709
2016-10-08 01:00:00,1,1.5717831,1.225524,11.9604587714836,0,0,0,0,0,0,0.28844186,0.28962245,0.28400808,0.21267247,46.06279279
2016-10-08 02:00:00,2,1.5735225,1.2277051,9.86742447395596,0,0,0,0,0,0,0.2883373,0.28962712,0.28400808,0.21267247,0
2016-10-08 03:00:00,3,1.5710242,1.2255382,7.73488121440772,0,0,0,0,0,0,0.28826262,0.28962712,0.28401089,0.21268754,0
2016-10-08 04:00:00,4,1.5663507,1.2248145,7.08204265149351,0,0,0,0,0,0,0.28819789,0.28962712,0.28399684,0.21268754,0
